scenario,scenario_name,scenario_path,seed,ignition_pos,total_decision_steps,total_minutes,mission_hours,burnt_area_m2,fire_cost_eur,casualties,emissions_tonnes,moe_cumulative_reward,propagation_factor,episode_reward_sum,wall_seconds,run,policy_type,policy_name,policy_source
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,175132911,"(71873.8662664406, 71873.81118755182)",51,510.0,8.5,5052400.0,3706273.2,2282.0,4775.78,0.9750948816638066,0.0,-0.02218651356641621,122.71530074207112,112,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,472445100,"(71361.16485634632, 70371.1333283307)",14,140.0,2.3333333333333335,969775.0,128595.6,459.0,229.64,0.9965118070825352,0.0,-0.002725358940455447,30.448572921101004,113,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1836585941,"(71644.65857722238, 71540.55601715948)",17,170.0,2.8333333333333335,1967200.0,259926.0,868.0,1241.94,0.99149813071645,0.0,-0.006627263938266514,37.3980571529828,114,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1433718042,"(70872.59057143144, 70498.37621157058)",9,90.0,1.5,330850.0,48101.2,171.0,85.9,0.9987835567106143,0.0,-0.0008110664537688272,18.443766656331718,115,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1849592223,"(71524.02295131609, 72001.05407079123)",2,20.0,0.3333333333333333,2600.0,812.0,2.0,1.45,0.9999884167432825,0.0,-1.3528512291527406e-06,6.8570320419967175,116,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1803912902,"(71849.73914125934, 69916.69445961574)",69,690.0,11.5,10210025.0,68740257.2,5104.0,2619.74,0.962576125475596,0.0,-0.03706761368392841,185.1800731178373,117,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1882349080,"(71542.1182952039, 69928.81282944744)",10,100.0,1.6666666666666667,546075.0,74009.6,264.0,132.16,0.9980257677106662,0.0,-0.0013827843824169017,19.70919101499021,118,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,666884549,"(70552.90616278164, 71788.98259872478)",9,90.0,1.5,513275.0,543063291.2,5656.0,3371.02,0.9867418689512218,0.0,-0.01139487471515499,18.692224038764834,119,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1013418405,"(71053.54401028901, 71207.30084676715)",18,180.0,3.0,1264350.0,166908.0,596.0,298.05,0.9954568299820051,0.0,-0.00415480840023108,38.49727700278163,120,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
Palisades,Palisades5sp5ev.json,/home/ibrahimoguz/FirefightingSoS/wildfire-rl-new/examples/wildfire/data/scenarios/inputs/Palisades5sp5ev.json,1325896902,"(71343.06951246038, 70922.51915570581)",19,190.0,3.1666666666666665,1958975.0,245607.6,877.0,438.59,0.9930437715873589,0.0,-0.0053128068524365135,39.81084422580898,121,ppo_model,arm4_pal25k_pyr125k,final_evaluation/models/arm4_pal25k_pyr125k.zip
